Faculty,Department,Course Title,Course Code,Unit,Level,Course Status,Curriculum Type
"FACULTY OF EDUCATION","GEOGRAPHY EDUCATION","PRACTICAL ENT 302:  COMPUTER & LAPTOP REPAIRS","ENT 302-5","2","300","C","BMAS"
"FACULTY OF EDUCATION","GEOGRAPHY EDUCATION","PRACTICAL ENT 302: COMPUTER TECHNOLOGY","ENT 302-50","2","300","C","BMAS"
"FACULTY OF EDUCATION","GEOGRAPHY EDUCATION","ANIMAL PRODUCTS VALUE ADDITION (YOGHURT, ICE CREAM, CONDENSED MILK, PARFAIT, ASUN, SUYA, MEAT POWDER AND EGG PRODUCTS)","ENT 302-51","2","300","C","BMAS"
"FACULTY OF EDUCATION","GEOGRAPHY EDUCATION","AQUACULTURE AND FISH BREEDING (FINGERLINGS AND FRY PRODUCTION)","ENT 302-52","2","300","C","BMAS"
"FACULTY OF EDUCATION","GEOGRAPHY EDUCATION","ANIMAL HUSBANDRY","ENT 302-53","2","300","C","BMAS"
"FACULTY OF EDUCATION","GEOGRAPHY EDUCATION","PRACTICAL ENT 302:  EVENT PLANNING","ENT 302-54","2","300","C","BMAS"
"FACULTY OF EDUCATION","GEOGRAPHY EDUCATION","HOME INTERIOR DECORATION & SOFT FURNISHING","ENT 302-55","2","300","C","BMAS"
"FACULTY OF EDUCATION","GEOGRAPHY EDUCATION","SOLAR ENERGY SYSTEM","ENT 302-56","2","300","C","BMAS"
"FACULTY OF EDUCATION","GEOGRAPHY EDUCATION","CROP PRODUCTION AND PROCESSING","ENT 302-57","2","300","C","BMAS"
"FACULTY OF EDUCATION","GEOGRAPHY EDUCATION","ORGANIC SKINCARE AND HAIR CARE PRODUCTS","ENT 302-58","2","300","C","BMAS"
"FACULTY OF EDUCATION","GEOGRAPHY EDUCATION","SOAP MAKING","ENT 302-59","2","300","C","BMAS"
"FACULTY OF EDUCATION","GEOGRAPHY EDUCATION","PRACTICAL ENT 302:  CROP FARMING (VEGETABLE PRODUCTION MAIZE AND CASSAVA FARMING) (OJO/ EPE CAMPUS)","ENT 302-6","2","300","C","BMAS"
"FACULTY OF EDUCATION","GEOGRAPHY EDUCATION","PAINT MAKING","ENT 302-60","2","300","C","BMAS"
"FACULTY OF EDUCATION","GEOGRAPHY EDUCATION","WELDING","ENT 302-61","2","300","C","BMAS"
"FACULTY OF EDUCATION","GEOGRAPHY EDUCATION","DOMESTIC WIRING","ENT 302-62","2","300","C","BMAS"
"FACULTY OF EDUCATION","GEOGRAPHY EDUCATION","PRACTICAL ENT 302:  DOMESTIC ELECTRICAL WIRING","ENT 302-7","2","300","C","BMAS"
"FACULTY OF EDUCATION","GEOGRAPHY EDUCATION","PRACTICAL ENT 302:  DRAMA AND ENTERTAINMENT (DRAMA)","ENT 302-8","2","300","C","BMAS"
"FACULTY OF EDUCATION","GEOGRAPHY EDUCATION","PRACTICAL ENT 302:  DRAMA AND ENTERTAINMENT (ENTERTAINMENT)","ENT 302-9","2","300","C","BMAS"
"FACULTY OF EDUCATION","GEOGRAPHY EDUCATION","Venture Creation","ENT 312","2","300","C","CCMAS"
"FACULTY OF EDUCATION","GEOGRAPHY EDUCATION","Research Methodology","EST 398","2","300","C","BMAS"
"FACULTY OF EDUCATION","GEOGRAPHY EDUCATION","Peace and Conflict Resolution","GNS 312","2","300","C","CCMAS"
"FACULTY OF EDUCATION","GEOGRAPHY EDUCATION","Contemporary Teaching-Learning Issues in Geography","GRE 304","2","300","C","CCMAS"
"FACULTY OF EDUCATION","GEOGRAPHY EDUCATION","Applied climatology","GRP 302","2","300","E","BMAS"
"FACULTY OF EDUCATION","GEOGRAPHY EDUCATION","Geomorphology","GRP 302","2","300","C","CCMAS"
"FACULTY OF EDUCATION","GEOGRAPHY EDUCATION","Vegetation / Soil Studies","GRP 304","2","300","C","BMAS"
"FACULTY OF EDUCATION","GEOGRAPHY EDUCATION","Advanced Studio II","GRP 316","4","300","C","BMAS"
"FACULTY OF EDUCATION","GEOGRAPHY EDUCATION","Biogeography","GRP 322","2","300","C","CCMAS"
"FACULTY OF EDUCATION","GEOGRAPHY EDUCATION","Field Course","GRP 324","2","300","E","CCMAS"
"FACULTY OF EDUCATION","GEOGRAPHY EDUCATION","Remote Sensing and Geographic Information System I","GRP 328","2","300","C","CCMAS"
"FACULTY OF EDUCATION","GEOGRAPHY EDUCATION","SIWES","EDM 424","2","400","C","BMAS"
"FACULTY OF EDUCATION","GEOGRAPHY EDUCATION","Research Project","EDM 498","4","400","C","BMAS"
"FACULTY OF EDUCATION","GEOGRAPHY EDUCATION","Political Geography","GRP 416","2","400","E","BMAS"
"FACULTY OF EDUCATION","GEOGRAPHY EDUCATION","Research Project","LAS 498","4","400","C","BMAS"
"FACULTY OF EDUCATION","HEALTH EDUCATION","Communication Skills in Health Education","EHE 104","2","100","C","CCMAS"
"FACULTY OF EDUCATION","HEALTH EDUCATION","Public Health Advocacy","EHE 106","2","100","C","CCMAS"
"FACULTY OF EDUCATION","HEALTH EDUCATION","Basic Human Biology","EHE 110","2","100","E","CCMAS"
"FACULTY OF EDUCATION","HEALTH EDUCATION","Environmental Health","EHE 114","2","100","C","CCMAS"
"FACULTY OF EDUCATION","HEALTH EDUCATION","Introduction to Patient Education","EHE 116","2","100","R","CCMAS"
"FACULTY OF EDUCATION","HEALTH EDUCATION","Introduction to Biostatistics","EHE 118","2","100","E","CCMAS"
"FACULTY OF EDUCATION","HEALTH EDUCATION","Introduction to Community and Public Health","EHE 120","2","100","C","CCMAS"
"FACULTY OF EDUCATION","HEALTH EDUCATION","Use of Yoruba Language and Culture: Basic Communication Concepts","GNS 104","2","100","C","CCMAS"
"FACULTY OF EDUCATION","HEALTH EDUCATION","Nigerian Peoples and Culture","GNS 112","2","100","C","CCMAS"
"FACULTY OF EDUCATION","HEALTH EDUCATION","Skill Development and Techniques in Gymnastics and Table Tennis","HKE 104","2","100","E","CCMAS"
"FACULTY OF EDUCATION","HEALTH EDUCATION","Socio-cultural Foundation of Human Movement","HKE 110","2","100","R","CCMAS"
"FACULTY OF EDUCATION","HEALTH EDUCATION","School Health Education Programme","EHE 212","2","200","C","CCMAS"
"FACULTY OF EDUCATION","HEALTH EDUCATION","Group Dynamics In Health Education","EHE 214","2","200","E","CCMAS"
"FACULTY OF EDUCATION","HEALTH EDUCATION","Tropical Diseases","EHE 216","2","200","E","CCMAS"
"FACULTY OF EDUCATION","HEALTH EDUCATION","Human Diseases And Health Protection","EHE 218","2","200","C","CCMAS"
"FACULTY OF EDUCATION","HEALTH EDUCATION","Food And Human Nutrition","EHE 220","2","200","C","CCMAS"
"FACULTY OF EDUCATION","HEALTH EDUCATION","Emotional Mental And Social Health","EHE 222","2","200","C","CCMAS"
"FACULTY OF EDUCATION","HEALTH EDUCATION","Foundations Of Health Promotion","EHE 224","2","200","E","CCMAS"
"FACULTY OF EDUCATION","HEALTH EDUCATION","Health Insurance Management","EHE 226","2","200","E","CCMAS"
"FACULTY OF EDUCATION","HEALTH EDUCATION","Philosophy Logic and Human Existence and Gender-Based Violence","GNS 212","2","200","C","CCMAS"
"FACULTY OF EDUCATION","HEALTH EDUCATION","Introduction To Biomechanics And Kinesiology","HKE 202","2","200","C","CCMAS"
"FACULTY OF EDUCATION","HEALTH EDUCATION","First Aid and Safety Education","HKE 210","2","200","C","CCMAS"
"FACULTY OF EDUCATION","HEALTH EDUCATION","Educational Measurements Tests Research Methods and Statistics","EDU 302","3","300","C","CCMAS"
"FACULTY OF EDUCATION","HEALTH EDUCATION","Substance Use and Abuse Prevention","EHE 314","2","300","C","CCMAS"
"FACULTY OF EDUCATION","HEALTH EDUCATION","Primary Health Care Delivery System in Lagos State","EHE 316","2","300","E","CCMAS"
"FACULTY OF EDUCATION","HEALTH EDUCATION","Adolescents Health and Social Issues","EHE 318","2","300","E","CCMAS"
"FACULTY OF EDUCATION","HEALTH EDUCATION","First Aid Accident Prevention and Safety Education","EHE 320","2","300","C","CCMAS"
"FACULTY OF EDUCATION","HEALTH EDUCATION","Life Skills and Skill Based Health Education","EHE 322","2","300","C","CCMAS"
"FACULTY OF EDUCATION","HEALTH EDUCATION","Epidemiology of Public Health and Human Biometrics","EHE 324","2","300","C","CCMAS"
"FACULTY OF EDUCATION","HEALTH EDUCATION","Training Methods in Health Education","EHE 326","2","300","E","CCMAS"
"FACULTY OF EDUCATION","HEALTH EDUCATION","Practical Entrepreneurship","ENT 302","2","300","C","BMAS"
"FACULTY OF EDUCATION","HEALTH EDUCATION","PRACTICAL ENT 302:  ANIMAL HUSBANDRY (BEE KEEPING)","ENT 302-1","2","300","C","BMAS"
"FACULTY OF EDUCATION","HEALTH EDUCATION","PRACTICAL ENT 302:  DRAMA AND ENTERTAINMENT (MUSIC)","ENT 302-10","2","300","C","BMAS"
"FACULTY OF EDUCATION","HEALTH EDUCATION","PRACTICAL ENT 302:  EVENT PLANNER","ENT 302-11","2","300","C","BMAS"
"FACULTY OF EDUCATION","HEALTH EDUCATION","PRACTICAL ENT 302:  FISH FARMING (OJO CAMPUS)","ENT 302-12","2","300","C","BMAS"
"FACULTY OF EDUCATION","HEALTH EDUCATION","PRACTICAL ENT 302:  FOOD PROCESSING OPTION 1: LOCAL MEAL NIGERIA (TRADITIONAL FOOD)","ENT 302-13","2","300","C","BMAS"
"FACULTY OF EDUCATION","HEALTH EDUCATION","PRACTICAL ENT 302:  FOOD PROCESSING OPTION 2: SPRING ROLL SAMOSA MOSA PUFF PUFF GRILLED CHICKEN MOCKTAIL (CHAPMAN SUNSET PINA COLADA ETC.)","ENT 302-14","2","300","C","BMAS"
"FACULTY OF EDUCATION","HEALTH EDUCATION","PRACTICAL ENT 302:  FOOD PROCESSING OPTION 3: BREAD MAKING AND CONFECTIONARIES","ENT 302-15","2","300","C","BMAS"
"FACULTY OF EDUCATION","HEALTH EDUCATION","PRACTICAL ENT 302:  FURNISHING AND WOOD WORK","ENT 302-16","2","300","C","BMAS"
"FACULTY OF EDUCATION","HEALTH EDUCATION","PRACTICAL ENT 302:  GENERATING REPAIR","ENT 302-17","2","300","C","BMAS"
"FACULTY OF EDUCATION","HEALTH EDUCATION","PRACTICAL ENT 302:  HAT MAKING","ENT 302-18","2","300","C","BMAS"
"FACULTY OF EDUCATION","HEALTH EDUCATION","PRACTICAL ENT 302:  HOTEL MANAGEMENT","ENT 302-19","2","300","C","BMAS"
"FACULTY OF EDUCATION","HEALTH EDUCATION","PRACTICAL ENT 302:  BEAD MAKING","ENT 302-2","2","300","C","BMAS"
"FACULTY OF EDUCATION","HEALTH EDUCATION","PRACTICAL ENT 302:  HOUSE CLEANING AND LAUNDRY SERVICES","ENT 302-20","2","300","C","BMAS"
"FACULTY OF EDUCATION","HEALTH EDUCATION","PRACTICAL ENT 302:  INTERIOR DECORATORS","ENT 302-21","2","300","C","BMAS"
"FACULTY OF EDUCATION","HEALTH EDUCATION","PRACTICAL ENT 302:  INVERTER CCTV AND TRACKING OF VEHICLE TRAINING","ENT 302-22","2","300","C","BMAS"
"FACULTY OF EDUCATION","HEALTH EDUCATION","PRACTICAL ENT 302:  LEATHER MAKING","ENT 302-23","2","300","C","BMAS"
"FACULTY OF EDUCATION","HEALTH EDUCATION","PRACTICAL ENT 302:  MAKE-UP AND COSMETICS","ENT 302-24","2","300","C","BMAS"
"FACULTY OF EDUCATION","HEALTH EDUCATION","PRACTICAL ENT 302:  MOTOR VEHICLES REPAIRS","ENT 302-25","2","300","C","BMAS"
"FACULTY OF EDUCATION","HEALTH EDUCATION","PRACTICAL ENT 302:  PAINT PRODUCTION","ENT 302-26","2","300","C","BMAS"
"FACULTY OF EDUCATION","HEALTH EDUCATION","PRACTICAL ENT 302:  PHOTOGRAPHY","ENT 302-27","2","300","C","BMAS"
"FACULTY OF EDUCATION","HEALTH EDUCATION","PRACTICAL ENT 302:  PRINTING SERVICES","ENT 302-28","2","300","C","BMAS"
"FACULTY OF EDUCATION","HEALTH EDUCATION","PRACTICAL ENT 302:  SETTING UP A PHARMACY (LASUCOM)","ENT 302-29","2","300","C","BMAS"
"FACULTY OF EDUCATION","HEALTH EDUCATION","PRACTICAL ENT 302:  BUILDING AND MAINTENANCE OF SWIMMING POOL","ENT 302-3","2","300","C","BMAS"
"FACULTY OF EDUCATION","HEALTH EDUCATION","PRACTICAL ENT 302:  SNAIL BREEDING GRASS CUTTER BREEDING","ENT 302-30","2","300","C","BMAS"
"FACULTY OF EDUCATION","HEALTH EDUCATION","PRACTICAL ENT 302:  SOAP DETERGENT & TOILETRIES PROD. (OJO/ EPE CAMPUS)","ENT 302-31","2","300","C","BMAS"
"FACULTY OF EDUCATION","HEALTH EDUCATION","PRACTICAL ENT 302:  SOLAR ENERGY/PANEL DEVELOPMENT","ENT 302-32","2","300","C","BMAS"
"FACULTY OF EDUCATION","HEALTH EDUCATION","PRACTICAL ENT 302:  TAILORING AND FASHION DESIGN","ENT 302-33","2","300","C","BMAS"
"FACULTY OF EDUCATION","HEALTH EDUCATION","PRACTICAL ENT 302:  WATER TREATMENT & PACKAGING","ENT 302-34","2","300","C","BMAS"
"FACULTY OF EDUCATION","HEALTH EDUCATION","PRACTICAL ENT 302:  WEBSITE DEVELOPMENT AND DIGITAL MARKETING EG. BLOGGER","ENT 302-35","2","300","C","BMAS"
"FACULTY OF EDUCATION","HEALTH EDUCATION","PRACTICAL ENT 302:  WELDING METAL WORKS & FABRICATION (OJO/ EPE CAMPUS)","ENT 302-36","2","300","C","BMAS"
"FACULTY OF EDUCATION","HEALTH EDUCATION","PRACTICAL ENT 302:  WRITING & PUBLISHING","ENT 302-37","2","300","C","BMAS"
"FACULTY OF EDUCATION","HEALTH EDUCATION","PRACTICAL ENT 302:  HAIR MAKING","ENT 302-38","2","300","C","BMAS"
"FACULTY OF EDUCATION","HEALTH EDUCATION","PRACTICAL ENT 302:  CAKE MAKING","ENT 302-39","2","300","C","BMAS"
"FACULTY OF EDUCATION","HEALTH EDUCATION","PRACTICAL ENT 302:  BUILDING DRAWING","ENT 302-4","2","300","C","BMAS"
"FACULTY OF EDUCATION","HEALTH EDUCATION","PRACTICAL ENT 302: ORGANIC SOAP AND CREAM PRODUCTION","ENT 302-40","2","300","C","BMAS"
"FACULTY OF EDUCATION","HEALTH EDUCATION","PRACTICAL ENT 302: YOUGHORT PRODUCTION","ENT 302-41","2","300","C","BMAS"
"FACULTY OF EDUCATION","HEALTH EDUCATION","PRACTICAL ENT 302: TOURISM AND ENTERTAINMENT","ENT 302-42","2","300","C","BMAS"
"FACULTY OF EDUCATION","HEALTH EDUCATION","PRACTICAL ENT 302: POP/INTERLOCKING/BLOCK MAKING TECHNOLOGY","ENT 302-43","2","300","C","BMAS"
"FACULTY OF EDUCATION","HEALTH EDUCATION","PRACTICAL ENT 302: CROP BREEDING (PLANTAIN, BANANA SUCKER AND PINEAPPLE)","ENT 302-44","2","300","C","BMAS"
"FACULTY OF EDUCATION","HEALTH EDUCATION","PRACTICAL ENT 302: DAY OLD CHICKS PRODUCTION","ENT 302-45","2","300","C","BMAS"
"FACULTY OF EDUCATION","HEALTH EDUCATION","PRACTICAL ENT 302: POULTRY REARING ( LAYERS AND BROILERS FOR EGGS AND MEAT)","ENT 302-46","2","300","C","BMAS"
"FACULTY OF EDUCATION","HEALTH EDUCATION","PRACTICAL ENT 302: FEASIBILITY AND VISIBILITY STUDIES AND REPORT WRITING","ENT 302-47","2","300","C","BMAS"
"FACULTY OF EDUCATION","HEALTH EDUCATION","PRACTICAL ENT 302: BAG MAKING","ENT 302-48","2","300","C","BMAS"
"FACULTY OF EDUCATION","HEALTH EDUCATION","PRACTICAL ENT 302: MAKEUP AND COSMETICS","ENT 302-49","2","300","C","BMAS"
"FACULTY OF EDUCATION","HEALTH EDUCATION","PRACTICAL ENT 302:  COMPUTER & LAPTOP REPAIRS","ENT 302-5","2","300","C","BMAS"
"FACULTY OF EDUCATION","HEALTH EDUCATION","PRACTICAL ENT 302: COMPUTER TECHNOLOGY","ENT 302-50","2","300","C","BMAS"
"FACULTY OF EDUCATION","HEALTH EDUCATION","ANIMAL PRODUCTS VALUE ADDITION (YOGHURT, ICE CREAM, CONDENSED MILK, PARFAIT, ASUN, SUYA, MEAT POWDER AND EGG PRODUCTS)","ENT 302-51","2","300","C","BMAS"
"FACULTY OF EDUCATION","HEALTH EDUCATION","AQUACULTURE AND FISH BREEDING (FINGERLINGS AND FRY PRODUCTION)","ENT 302-52","2","300","C","BMAS"
"FACULTY OF EDUCATION","HEALTH EDUCATION","ANIMAL HUSBANDRY","ENT 302-53","2","300","C","BMAS"
"FACULTY OF EDUCATION","HEALTH EDUCATION","PRACTICAL ENT 302:  EVENT PLANNING","ENT 302-54","2","300","C","BMAS"
"FACULTY OF EDUCATION","HEALTH EDUCATION","HOME INTERIOR DECORATION & SOFT FURNISHING","ENT 302-55","2","300","C","BMAS"
"FACULTY OF EDUCATION","HEALTH EDUCATION","SOLAR ENERGY SYSTEM","ENT 302-56","2","300","C","BMAS"
"FACULTY OF EDUCATION","HEALTH EDUCATION","CROP PRODUCTION AND PROCESSING","ENT 302-57","2","300","C","BMAS"
"FACULTY OF EDUCATION","HEALTH EDUCATION","ORGANIC SKINCARE AND HAIR CARE PRODUCTS","ENT 302-58","2","300","C","BMAS"
"FACULTY OF EDUCATION","HEALTH EDUCATION","SOAP MAKING","ENT 302-59","2","300","C","BMAS"
"FACULTY OF EDUCATION","HEALTH EDUCATION","PRACTICAL ENT 302:  CROP FARMING (VEGETABLE PRODUCTION MAIZE AND CASSAVA FARMING) (OJO/ EPE CAMPUS)","ENT 302-6","2","300","C","BMAS"
"FACULTY OF EDUCATION","HEALTH EDUCATION","PAINT MAKING","ENT 302-60","2","300","C","BMAS"
"FACULTY OF EDUCATION","HEALTH EDUCATION","WELDING","ENT 302-61","2","300","C","BMAS"
"FACULTY OF EDUCATION","HEALTH EDUCATION","DOMESTIC WIRING","ENT 302-62","2","300","C","BMAS"
"FACULTY OF EDUCATION","HEALTH EDUCATION","PRACTICAL ENT 302:  DOMESTIC ELECTRICAL WIRING","ENT 302-7","2","300","C","BMAS"
"FACULTY OF EDUCATION","HEALTH EDUCATION","PRACTICAL ENT 302:  DRAMA AND ENTERTAINMENT (DRAMA)","ENT 302-8","2","300","C","BMAS"
"FACULTY OF EDUCATION","HEALTH EDUCATION","PRACTICAL ENT 302:  DRAMA AND ENTERTAINMENT (ENTERTAINMENT)","ENT 302-9","2","300","C","BMAS"
"FACULTY OF EDUCATION","HEALTH EDUCATION","Venture Creation","ENT 312","2","300","C","CCMAS"
"FACULTY OF EDUCATION","HEALTH EDUCATION","Peace and Conflict Resolution","GNS 312","2","300","C","CCMAS"
"FACULTY OF EDUCATION","HEALTH EDUCATION","Communication Skills in Health Education","HEE 304","2","300","E","BMAS"
"FACULTY OF EDUCATION","HEALTH EDUCATION","Training Skills in Health Education","HEE 308","2","300","E","BMAS"
"FACULTY OF EDUCATION","HEALTH EDUCATION","Health Ethics and Law","HEE 310","2","300","E","BMAS"
"FACULTY OF EDUCATION","HEALTH EDUCATION","Disaster Education/Management","HEE 312","2","300","E","BMAS"
"FACULTY OF EDUCATION","HEALTH EDUCATION","Primary Health Care","HEE 316","2","300","E","BMAS"
"FACULTY OF EDUCATION","HEALTH EDUCATION","Contemporary and Innovations in Aerobic Dance","HKE 310","2","300","E","CCMAS"
"FACULTY OF EDUCATION","HEALTH EDUCATION","Skill Development and Techniques in Tennis","HKE 319","2","300","E","CCMAS"
"FACULTY OF EDUCATION","HEALTH EDUCATION","Community Health Education","HEE 402","2","400","E","BMAS"
"FACULTY OF EDUCATION","HEALTH EDUCATION","Environmental Health Education","HEE 404","2","400","E","BMAS"
"FACULTY OF EDUCATION","HEALTH EDUCATION","Practical Experience in Health Education","HEE 406","2","400","E","BMAS"
"FACULTY OF EDUCATION","HEALTH EDUCATION","Family Health","HEE 408","2","400","E","BMAS"
"FACULTY OF EDUCATION","HEALTH EDUCATION","Curri. Devpt. Innovation in Health Edcation","HEE 410","2","400","E","BMAS"
"FACULTY OF EDUCATION","HEALTH EDUCATION","HIV/AID and Contemporary Issues","HEE 412","2","400","E","BMAS"
"FACULTY OF EDUCATION","HEALTH EDUCATION","Health Programme Planning And Evaluation","HEE 414","2","400","E","BMAS"
"FACULTY OF EDUCATION","HEALTH EDUCATION","Agencies in Health","HEE 416","2","400","E","BMAS"
"FACULTY OF EDUCATION","ISLAMIC RELIGIOUS STUDIES EDUCATION","Use of Yoruba Language and Culture: Basic Communication Concepts","GNS 104","2","100","C","CCMAS"
"FACULTY OF EDUCATION","ISLAMIC RELIGIOUS STUDIES EDUCATION","Nigerian Peoples and Culture","GNS 112","2","100","C","CCMAS"
"FACULTY OF EDUCATION","ISLAMIC RELIGIOUS STUDIES EDUCATION","Introduction to Islamic Education","IED 102","2","100","C","CCMAS"
"FACULTY OF EDUCATION","ISLAMIC RELIGIOUS STUDIES EDUCATION","Tawhid and Ibaadaat (Faith and Worship in Islam)","ISS 102","2","100","C","CCMAS"
"FACULTY OF EDUCATION","ISLAMIC RELIGIOUS STUDIES EDUCATION","Islam and Africa","ISS 104","2","100","C","CCMAS"
"FACULTY OF EDUCATION","ISLAMIC RELIGIOUS STUDIES EDUCATION","Basis of Islamic Thought and Civilization","ISS 106","2","100","C","CCMAS"
"FACULTY OF EDUCATION","ISLAMIC RELIGIOUS STUDIES EDUCATION","Introduction to Islamic Theology","ISS 110","3","100","E","CCMAS"
"FACULTY OF EDUCATION","ISLAMIC RELIGIOUS STUDIES EDUCATION","The Mutazilah and Ashariyyah","ISS 112","3","100","E","CCMAS"
"FACULTY OF EDUCATION","ISLAMIC RELIGIOUS STUDIES EDUCATION","Philosophy Logic and Human Existence and Gender-Based Violence","GNS 212","2","200","C","CCMAS"
"FACULTY OF EDUCATION","ISLAMIC RELIGIOUS STUDIES EDUCATION","First Aid and Safety Education","HKE 210","2","200","C","CCMAS"
"FACULTY OF EDUCATION","ISLAMIC RELIGIOUS STUDIES EDUCATION","Ideas And Institutions Of Islamic Education","IED 202","2","200","C","CCMAS"
"FACULTY OF EDUCATION","ISLAMIC RELIGIOUS STUDIES EDUCATION","Islamic Family Law (for Non-Law Students)","ISL 208","2","200","C","CCMAS"
"FACULTY OF EDUCATION","ISLAMIC RELIGIOUS STUDIES EDUCATION","History of Islam from the Four Rightly-guided Caliphs to the Abbasid Era","ISS 204","2","200","C","CCMAS"
"FACULTY OF EDUCATION","ISLAMIC RELIGIOUS STUDIES EDUCATION","Textual Sources Of Hadith I","ISS 206","2","200","C","CCMAS"
"FACULTY OF EDUCATION","ISLAMIC RELIGIOUS STUDIES EDUCATION","Philosophers of Islam","ISS 210","3","200","E","CCMAS"
"FACULTY OF EDUCATION","ISLAMIC RELIGIOUS STUDIES EDUCATION","Islam Sex and Sexuality","ISS 212","3","200","E","CCMAS"
"FACULTY OF EDUCATION","ISLAMIC RELIGIOUS STUDIES EDUCATION","Strategies And Methods Of Teaching In Islamic Studies","LAS 206","2","200","C","CCMAS"
"FACULTY OF EDUCATION","ISLAMIC RELIGIOUS STUDIES EDUCATION","Educational Measurements Tests Research Methods and Statistics","EDU 302","3","300","C","CCMAS"
"FACULTY OF EDUCATION","ISLAMIC RELIGIOUS STUDIES EDUCATION","Philosophical Foundations of Education","EFC 322","2","300","C","BMAS"
"FACULTY OF EDUCATION","ISLAMIC RELIGIOUS STUDIES EDUCATION","Professional Entrepreneurship","ENT 1000","0","300","C","CCMAS"
"FACULTY OF EDUCATION","ISLAMIC RELIGIOUS STUDIES EDUCATION","Practical Entrepreneurship","ENT 302","2","300","C","BMAS"
"FACULTY OF EDUCATION","ISLAMIC RELIGIOUS STUDIES EDUCATION","PRACTICAL ENT 302:  ANIMAL HUSBANDRY (BEE KEEPING)","ENT 302-1","2","300","C","BMAS"
"FACULTY OF EDUCATION","ISLAMIC RELIGIOUS STUDIES EDUCATION","PRACTICAL ENT 302:  DRAMA AND ENTERTAINMENT (MUSIC)","ENT 302-10","2","300","C","BMAS"
"FACULTY OF EDUCATION","ISLAMIC RELIGIOUS STUDIES EDUCATION","PRACTICAL ENT 302:  EVENT PLANNER","ENT 302-11","2","300","C","BMAS"
"FACULTY OF EDUCATION","ISLAMIC RELIGIOUS STUDIES EDUCATION","PRACTICAL ENT 302:  FISH FARMING (OJO CAMPUS)","ENT 302-12","2","300","C","BMAS"
"FACULTY OF EDUCATION","ISLAMIC RELIGIOUS STUDIES EDUCATION","PRACTICAL ENT 302:  FOOD PROCESSING OPTION 1: LOCAL MEAL NIGERIA (TRADITIONAL FOOD)","ENT 302-13","2","300","C","BMAS"
"FACULTY OF EDUCATION","ISLAMIC RELIGIOUS STUDIES EDUCATION","PRACTICAL ENT 302:  FOOD PROCESSING OPTION 2: SPRING ROLL SAMOSA MOSA PUFF PUFF GRILLED CHICKEN MOCKTAIL (CHAPMAN SUNSET PINA COLADA ETC.)","ENT 302-14","2","300","C","BMAS"
"FACULTY OF EDUCATION","ISLAMIC RELIGIOUS STUDIES EDUCATION","PRACTICAL ENT 302:  FOOD PROCESSING OPTION 3: BREAD MAKING AND CONFECTIONARIES","ENT 302-15","2","300","C","BMAS"
"FACULTY OF EDUCATION","ISLAMIC RELIGIOUS STUDIES EDUCATION","PRACTICAL ENT 302:  FURNISHING AND WOOD WORK","ENT 302-16","2","300","C","BMAS"
"FACULTY OF EDUCATION","ISLAMIC RELIGIOUS STUDIES EDUCATION","PRACTICAL ENT 302:  GENERATING REPAIR","ENT 302-17","2","300","C","BMAS"
"FACULTY OF EDUCATION","ISLAMIC RELIGIOUS STUDIES EDUCATION","PRACTICAL ENT 302:  HAT MAKING","ENT 302-18","2","300","C","BMAS"
"FACULTY OF EDUCATION","ISLAMIC RELIGIOUS STUDIES EDUCATION","PRACTICAL ENT 302:  HOTEL MANAGEMENT","ENT 302-19","2","300","C","BMAS"
"FACULTY OF EDUCATION","ISLAMIC RELIGIOUS STUDIES EDUCATION","PRACTICAL ENT 302:  BEAD MAKING","ENT 302-2","2","300","C","BMAS"
"FACULTY OF EDUCATION","ISLAMIC RELIGIOUS STUDIES EDUCATION","PRACTICAL ENT 302:  HOUSE CLEANING AND LAUNDRY SERVICES","ENT 302-20","2","300","C","BMAS"
"FACULTY OF EDUCATION","ISLAMIC RELIGIOUS STUDIES EDUCATION","PRACTICAL ENT 302:  INTERIOR DECORATORS","ENT 302-21","2","300","C","BMAS"
"FACULTY OF EDUCATION","ISLAMIC RELIGIOUS STUDIES EDUCATION","PRACTICAL ENT 302:  INVERTER CCTV AND TRACKING OF VEHICLE TRAINING","ENT 302-22","2","300","C","BMAS"
"FACULTY OF EDUCATION","ISLAMIC RELIGIOUS STUDIES EDUCATION","PRACTICAL ENT 302:  LEATHER MAKING","ENT 302-23","2","300","C","BMAS"
"FACULTY OF EDUCATION","ISLAMIC RELIGIOUS STUDIES EDUCATION","PRACTICAL ENT 302:  MAKE-UP AND COSMETICS","ENT 302-24","2","300","C","BMAS"
"FACULTY OF EDUCATION","ISLAMIC RELIGIOUS STUDIES EDUCATION","PRACTICAL ENT 302:  MOTOR VEHICLES REPAIRS","ENT 302-25","2","300","C","BMAS"
"FACULTY OF EDUCATION","ISLAMIC RELIGIOUS STUDIES EDUCATION","PRACTICAL ENT 302:  PAINT PRODUCTION","ENT 302-26","2","300","C","BMAS"
"FACULTY OF EDUCATION","ISLAMIC RELIGIOUS STUDIES EDUCATION","PRACTICAL ENT 302:  PHOTOGRAPHY","ENT 302-27","2","300","C","BMAS"
"FACULTY OF EDUCATION","ISLAMIC RELIGIOUS STUDIES EDUCATION","PRACTICAL ENT 302:  PRINTING SERVICES","ENT 302-28","2","300","C","BMAS"
