Faculty,Department,Course Title,Course Code,Unit,Level,Course Status,Curriculum Type
"FACULTY OF ARTS","HISTORY AND INTERNATIONAL STUDIES","Russian History up to the 21st Century","HIS 340","3","300","E","CCMAS"
"FACULTY OF ARTS","HISTORY AND INTERNATIONAL STUDIES","Problems and Issues in African Historiography","HIS 342","3","300","C","CCMAS"
"FACULTY OF ARTS","HISTORY AND INTERNATIONAL STUDIES","Lagos since 1967","HIS 344","2","300","E","CCMAS"
"FACULTY OF ARTS","HISTORY AND INTERNATIONAL STUDIES","O.A.U: A Study of African International Relations","HIS 402","2","400","E","BMAS"
"FACULTY OF ARTS","HISTORY AND INTERNATIONAL STUDIES","Economic History of Nigeria in the 20th Century","HIS 404","2","400","C","BMAS"
"FACULTY OF ARTS","HISTORY AND INTERNATIONAL STUDIES","Contemporary History of the Middle East","HIS 406","2","400","C","BMAS"
"FACULTY OF ARTS","HISTORY AND INTERNATIONAL STUDIES","History of Science and Technology","HIS 408","2","400","C","BMAS"
"FACULTY OF ARTS","HISTORY AND INTERNATIONAL STUDIES","International Affairs since 1914","HIS 410","2","400","C","BMAS"
"FACULTY OF ARTS","HISTORY AND INTERNATIONAL STUDIES","Study of Original Documents in History (Options: Nationalism, Yoruba Warfare,  Lagos and Hinterland): 2","HIS 412","2","400","C","BMAS"
"FACULTY OF ARTS","HISTORY AND INTERNATIONAL STUDIES","Historical Thought","HIS 422","2","400","C","BMAS"
"FACULTY OF ARTS","HISTORY AND INTERNATIONAL STUDIES","Foreign Policies of the Major Powers","HIS 428","2","400","E","BMAS"
"FACULTY OF ARTS","HISTORY AND INTERNATIONAL STUDIES","Afro Arab Relations in the 20th Century","HIS 430","2","400","E","BMAS"
"FACULTY OF ARTS","HISTORY AND INTERNATIONAL STUDIES","Long Essay","HIS 498","4","400","C","BMAS"
"FACULTY OF ARTS","ISLAMIC RELIGIOUS STUDIES","Arabic Communication for Non-Arabic Students II","ARA 116","2","100","C","CCMAS"
"FACULTY OF ARTS","ISLAMIC RELIGIOUS STUDIES","Use of Yoruba Language and Culture: Basic Communication Concepts","GNS 104","2","100","C","CCMAS"
"FACULTY OF ARTS","ISLAMIC RELIGIOUS STUDIES","Nigerian Peoples and Culture","GNS 112","2","100","C","CCMAS"
"FACULTY OF ARTS","ISLAMIC RELIGIOUS STUDIES","Tawhid and Ibaadaat (Faith and Worship in Islam)","ISS 102","2","100","C","CCMAS"
"FACULTY OF ARTS","ISLAMIC RELIGIOUS STUDIES","Islam and Africa","ISS 104","2","100","C","CCMAS"
"FACULTY OF ARTS","ISLAMIC RELIGIOUS STUDIES","Basis of Islamic Thought and Civilization","ISS 106","2","100","C","CCMAS"
"FACULTY OF ARTS","ISLAMIC RELIGIOUS STUDIES","Islamic Education","ISS 108","2","100","C","CCMAS"
"FACULTY OF ARTS","ISLAMIC RELIGIOUS STUDIES","Introduction to Islamic Theology","ISS 110","3","100","C","CCMAS"
"FACULTY OF ARTS","ISLAMIC RELIGIOUS STUDIES","The Mutazilah and Ashariyyah","ISS 112","3","100","C","CCMAS"
"FACULTY OF ARTS","ISLAMIC RELIGIOUS STUDIES","Christianity and National Security","REP 112","3","100","E","CCMAS"
"FACULTY OF ARTS","ISLAMIC RELIGIOUS STUDIES","The Arts and Other Disciplines","FAC 202","2","200","C","CCMAS"
"FACULTY OF ARTS","ISLAMIC RELIGIOUS STUDIES","Philosophy Logic and Human Existence and Gender-Based Violence","GNS 212","2","200","C","CCMAS"
"FACULTY OF ARTS","ISLAMIC RELIGIOUS STUDIES","Islamic Family Law (for Non-Law Students)","ISL 208","2","200","C","CCMAS"
"FACULTY OF ARTS","ISLAMIC RELIGIOUS STUDIES","History of Islam from the Four Rightly-guided Caliphs to the Abbasid Era","ISS 204","2","200","C","CCMAS"
"FACULTY OF ARTS","ISLAMIC RELIGIOUS STUDIES","Textual Sources Of Hadith I","ISS 206","2","200","C","CCMAS"
"FACULTY OF ARTS","ISLAMIC RELIGIOUS STUDIES","Mystics of Islam","ISS 208","3","200","E","CCMAS"
"FACULTY OF ARTS","ISLAMIC RELIGIOUS STUDIES","Philosophers of Islam","ISS 210","3","200","E","CCMAS"
"FACULTY OF ARTS","ISLAMIC RELIGIOUS STUDIES","Islam Sex and Sexuality","ISS 212","3","200","E","CCMAS"
"FACULTY OF ARTS","ISLAMIC RELIGIOUS STUDIES","Religion and the Media","REP 212","3","200","C","CCMAS"
"FACULTY OF ARTS","ISLAMIC RELIGIOUS STUDIES","Christian Theology","CRS 310","2","300","C","BMAS"
"FACULTY OF ARTS","ISLAMIC RELIGIOUS STUDIES","Professional Entrepreneurship","ENT 1000","0","300","C","CCMAS"
"FACULTY OF ARTS","ISLAMIC RELIGIOUS STUDIES","Practical Entrepreneurship","ENT 302","2","300","C","BMAS"
"FACULTY OF ARTS","ISLAMIC RELIGIOUS STUDIES","PRACTICAL ENT 302:  ANIMAL HUSBANDRY (BEE KEEPING)","ENT 302-1","2","300","C","BMAS"
"FACULTY OF ARTS","ISLAMIC RELIGIOUS STUDIES","PRACTICAL ENT 302:  DRAMA AND ENTERTAINMENT (MUSIC)","ENT 302-10","2","300","C","BMAS"
"FACULTY OF ARTS","ISLAMIC RELIGIOUS STUDIES","PRACTICAL ENT 302:  EVENT PLANNER","ENT 302-11","2","300","C","BMAS"
"FACULTY OF ARTS","ISLAMIC RELIGIOUS STUDIES","PRACTICAL ENT 302:  FISH FARMING (OJO CAMPUS)","ENT 302-12","2","300","C","BMAS"
"FACULTY OF ARTS","ISLAMIC RELIGIOUS STUDIES","PRACTICAL ENT 302:  FOOD PROCESSING OPTION 1: LOCAL MEAL NIGERIA (TRADITIONAL FOOD)","ENT 302-13","2","300","C","BMAS"
"FACULTY OF ARTS","ISLAMIC RELIGIOUS STUDIES","PRACTICAL ENT 302:  FOOD PROCESSING OPTION 2: SPRING ROLL SAMOSA MOSA PUFF PUFF GRILLED CHICKEN MOCKTAIL (CHAPMAN SUNSET PINA COLADA ETC.)","ENT 302-14","2","300","C","BMAS"
"FACULTY OF ARTS","ISLAMIC RELIGIOUS STUDIES","PRACTICAL ENT 302:  FOOD PROCESSING OPTION 3: BREAD MAKING AND CONFECTIONARIES","ENT 302-15","2","300","C","BMAS"
"FACULTY OF ARTS","ISLAMIC RELIGIOUS STUDIES","PRACTICAL ENT 302:  FURNISHING AND WOOD WORK","ENT 302-16","2","300","C","BMAS"
"FACULTY OF ARTS","ISLAMIC RELIGIOUS STUDIES","PRACTICAL ENT 302:  GENERATING REPAIR","ENT 302-17","2","300","C","BMAS"
"FACULTY OF ARTS","ISLAMIC RELIGIOUS STUDIES","PRACTICAL ENT 302:  HAT MAKING","ENT 302-18","2","300","C","BMAS"
"FACULTY OF ARTS","ISLAMIC RELIGIOUS STUDIES","PRACTICAL ENT 302:  HOTEL MANAGEMENT","ENT 302-19","2","300","C","BMAS"
"FACULTY OF ARTS","ISLAMIC RELIGIOUS STUDIES","PRACTICAL ENT 302:  BEAD MAKING","ENT 302-2","2","300","C","BMAS"
"FACULTY OF ARTS","ISLAMIC RELIGIOUS STUDIES","PRACTICAL ENT 302:  HOUSE CLEANING AND LAUNDRY SERVICES","ENT 302-20","2","300","C","BMAS"
"FACULTY OF ARTS","ISLAMIC RELIGIOUS STUDIES","PRACTICAL ENT 302:  INTERIOR DECORATORS","ENT 302-21","2","300","C","BMAS"
"FACULTY OF ARTS","ISLAMIC RELIGIOUS STUDIES","PRACTICAL ENT 302:  INVERTER CCTV AND TRACKING OF VEHICLE TRAINING","ENT 302-22","2","300","C","BMAS"
"FACULTY OF ARTS","ISLAMIC RELIGIOUS STUDIES","PRACTICAL ENT 302:  LEATHER MAKING","ENT 302-23","2","300","C","BMAS"
"FACULTY OF ARTS","ISLAMIC RELIGIOUS STUDIES","PRACTICAL ENT 302:  MAKE-UP AND COSMETICS","ENT 302-24","2","300","C","BMAS"
"FACULTY OF ARTS","ISLAMIC RELIGIOUS STUDIES","PRACTICAL ENT 302:  MOTOR VEHICLES REPAIRS","ENT 302-25","2","300","C","BMAS"
"FACULTY OF ARTS","ISLAMIC RELIGIOUS STUDIES","PRACTICAL ENT 302:  PAINT PRODUCTION","ENT 302-26","2","300","C","BMAS"
"FACULTY OF ARTS","ISLAMIC RELIGIOUS STUDIES","PRACTICAL ENT 302:  PHOTOGRAPHY","ENT 302-27","2","300","C","BMAS"
"FACULTY OF ARTS","ISLAMIC RELIGIOUS STUDIES","PRACTICAL ENT 302:  PRINTING SERVICES","ENT 302-28","2","300","C","BMAS"
"FACULTY OF ARTS","ISLAMIC RELIGIOUS STUDIES","PRACTICAL ENT 302:  SETTING UP A PHARMACY (LASUCOM)","ENT 302-29","2","300","C","BMAS"
"FACULTY OF ARTS","ISLAMIC RELIGIOUS STUDIES","PRACTICAL ENT 302:  BUILDING AND MAINTENANCE OF SWIMMING POOL","ENT 302-3","2","300","C","BMAS"
"FACULTY OF ARTS","ISLAMIC RELIGIOUS STUDIES","PRACTICAL ENT 302:  SNAIL BREEDING GRASS CUTTER BREEDING","ENT 302-30","2","300","C","BMAS"
"FACULTY OF ARTS","ISLAMIC RELIGIOUS STUDIES","PRACTICAL ENT 302:  SOAP DETERGENT & TOILETRIES PROD. (OJO/ EPE CAMPUS)","ENT 302-31","2","300","C","BMAS"
"FACULTY OF ARTS","ISLAMIC RELIGIOUS STUDIES","PRACTICAL ENT 302:  SOLAR ENERGY/PANEL DEVELOPMENT","ENT 302-32","2","300","C","BMAS"
"FACULTY OF ARTS","ISLAMIC RELIGIOUS STUDIES","PRACTICAL ENT 302:  TAILORING AND FASHION DESIGN","ENT 302-33","2","300","C","BMAS"
"FACULTY OF ARTS","ISLAMIC RELIGIOUS STUDIES","PRACTICAL ENT 302:  WATER TREATMENT & PACKAGING","ENT 302-34","2","300","C","BMAS"
"FACULTY OF ARTS","ISLAMIC RELIGIOUS STUDIES","PRACTICAL ENT 302:  WEBSITE DEVELOPMENT AND DIGITAL MARKETING EG. BLOGGER","ENT 302-35","2","300","C","BMAS"
"FACULTY OF ARTS","ISLAMIC RELIGIOUS STUDIES","PRACTICAL ENT 302:  WELDING METAL WORKS & FABRICATION (OJO/ EPE CAMPUS)","ENT 302-36","2","300","C","BMAS"
"FACULTY OF ARTS","ISLAMIC RELIGIOUS STUDIES","PRACTICAL ENT 302:  WRITING & PUBLISHING","ENT 302-37","2","300","C","BMAS"
"FACULTY OF ARTS","ISLAMIC RELIGIOUS STUDIES","PRACTICAL ENT 302:  HAIR MAKING","ENT 302-38","2","300","C","BMAS"
"FACULTY OF ARTS","ISLAMIC RELIGIOUS STUDIES","PRACTICAL ENT 302:  CAKE MAKING","ENT 302-39","2","300","C","BMAS"
"FACULTY OF ARTS","ISLAMIC RELIGIOUS STUDIES","PRACTICAL ENT 302:  BUILDING DRAWING","ENT 302-4","2","300","C","BMAS"
"FACULTY OF ARTS","ISLAMIC RELIGIOUS STUDIES","PRACTICAL ENT 302: ORGANIC SOAP AND CREAM PRODUCTION","ENT 302-40","2","300","C","BMAS"
"FACULTY OF ARTS","ISLAMIC RELIGIOUS STUDIES","PRACTICAL ENT 302: YOUGHORT PRODUCTION","ENT 302-41","2","300","C","BMAS"
"FACULTY OF ARTS","ISLAMIC RELIGIOUS STUDIES","PRACTICAL ENT 302: TOURISM AND ENTERTAINMENT","ENT 302-42","2","300","C","BMAS"
"FACULTY OF ARTS","ISLAMIC RELIGIOUS STUDIES","PRACTICAL ENT 302: POP/INTERLOCKING/BLOCK MAKING TECHNOLOGY","ENT 302-43","2","300","C","BMAS"
"FACULTY OF ARTS","ISLAMIC RELIGIOUS STUDIES","PRACTICAL ENT 302: CROP BREEDING (PLANTAIN, BANANA SUCKER AND PINEAPPLE)","ENT 302-44","2","300","C","BMAS"
"FACULTY OF ARTS","ISLAMIC RELIGIOUS STUDIES","PRACTICAL ENT 302: DAY OLD CHICKS PRODUCTION","ENT 302-45","2","300","C","BMAS"
"FACULTY OF ARTS","ISLAMIC RELIGIOUS STUDIES","PRACTICAL ENT 302: POULTRY REARING ( LAYERS AND BROILERS FOR EGGS AND MEAT)","ENT 302-46","2","300","C","BMAS"
"FACULTY OF ARTS","ISLAMIC RELIGIOUS STUDIES","PRACTICAL ENT 302: FEASIBILITY AND VISIBILITY STUDIES AND REPORT WRITING","ENT 302-47","2","300","C","BMAS"
"FACULTY OF ARTS","ISLAMIC RELIGIOUS STUDIES","PRACTICAL ENT 302: BAG MAKING","ENT 302-48","2","300","C","BMAS"
"FACULTY OF ARTS","ISLAMIC RELIGIOUS STUDIES","PRACTICAL ENT 302: MAKEUP AND COSMETICS","ENT 302-49","2","300","C","BMAS"
"FACULTY OF ARTS","ISLAMIC RELIGIOUS STUDIES","PRACTICAL ENT 302:  COMPUTER & LAPTOP REPAIRS","ENT 302-5","2","300","C","BMAS"
"FACULTY OF ARTS","ISLAMIC RELIGIOUS STUDIES","PRACTICAL ENT 302: COMPUTER TECHNOLOGY","ENT 302-50","2","300","C","BMAS"
"FACULTY OF ARTS","ISLAMIC RELIGIOUS STUDIES","ANIMAL PRODUCTS VALUE ADDITION (YOGHURT, ICE CREAM, CONDENSED MILK, PARFAIT, ASUN, SUYA, MEAT POWDER AND EGG PRODUCTS)","ENT 302-51","2","300","C","BMAS"
"FACULTY OF ARTS","ISLAMIC RELIGIOUS STUDIES","AQUACULTURE AND FISH BREEDING (FINGERLINGS AND FRY PRODUCTION)","ENT 302-52","2","300","C","BMAS"
"FACULTY OF ARTS","ISLAMIC RELIGIOUS STUDIES","ANIMAL HUSBANDRY","ENT 302-53","2","300","C","BMAS"
"FACULTY OF ARTS","ISLAMIC RELIGIOUS STUDIES","PRACTICAL ENT 302:  EVENT PLANNING","ENT 302-54","2","300","C","BMAS"
"FACULTY OF ARTS","ISLAMIC RELIGIOUS STUDIES","HOME INTERIOR DECORATION & SOFT FURNISHING","ENT 302-55","2","300","C","BMAS"
"FACULTY OF ARTS","ISLAMIC RELIGIOUS STUDIES","SOLAR ENERGY SYSTEM","ENT 302-56","2","300","C","BMAS"
"FACULTY OF ARTS","ISLAMIC RELIGIOUS STUDIES","CROP PRODUCTION AND PROCESSING","ENT 302-57","2","300","C","BMAS"
"FACULTY OF ARTS","ISLAMIC RELIGIOUS STUDIES","ORGANIC SKINCARE AND HAIR CARE PRODUCTS","ENT 302-58","2","300","C","BMAS"
"FACULTY OF ARTS","ISLAMIC RELIGIOUS STUDIES","SOAP MAKING","ENT 302-59","2","300","C","BMAS"
"FACULTY OF ARTS","ISLAMIC RELIGIOUS STUDIES","PRACTICAL ENT 302:  CROP FARMING (VEGETABLE PRODUCTION MAIZE AND CASSAVA FARMING) (OJO/ EPE CAMPUS)","ENT 302-6","2","300","C","BMAS"
"FACULTY OF ARTS","ISLAMIC RELIGIOUS STUDIES","PAINT MAKING","ENT 302-60","2","300","C","BMAS"
"FACULTY OF ARTS","ISLAMIC RELIGIOUS STUDIES","WELDING","ENT 302-61","2","300","C","BMAS"
"FACULTY OF ARTS","ISLAMIC RELIGIOUS STUDIES","DOMESTIC WIRING","ENT 302-62","2","300","C","BMAS"
"FACULTY OF ARTS","ISLAMIC RELIGIOUS STUDIES","PRACTICAL ENT 302:  DOMESTIC ELECTRICAL WIRING","ENT 302-7","2","300","C","BMAS"
"FACULTY OF ARTS","ISLAMIC RELIGIOUS STUDIES","PRACTICAL ENT 302:  DRAMA AND ENTERTAINMENT (DRAMA)","ENT 302-8","2","300","C","BMAS"
"FACULTY OF ARTS","ISLAMIC RELIGIOUS STUDIES","PRACTICAL ENT 302:  DRAMA AND ENTERTAINMENT (ENTERTAINMENT)","ENT 302-9","2","300","C","BMAS"
"FACULTY OF ARTS","ISLAMIC RELIGIOUS STUDIES","Venture Creation","ENT 312","2","300","C","CCMAS"
"FACULTY OF ARTS","ISLAMIC RELIGIOUS STUDIES","Theories in the Arts","FAC 302","2","300","C","CCMAS"
"FACULTY OF ARTS","ISLAMIC RELIGIOUS STUDIES","Peace and Conflict Resolution","GNS 312","2","300","C","CCMAS"
"FACULTY OF ARTS","ISLAMIC RELIGIOUS STUDIES","Islamic Family Law(Non- law Students)","ISL 306","2","300","C","BMAS"
"FACULTY OF ARTS","ISLAMIC RELIGIOUS STUDIES","Textual Studies of the ?ad?th II","ISS 302","2","300","C","CCMAS"
"FACULTY OF ARTS","ISLAMIC RELIGIOUS STUDIES","Sharicah: al-cUq?b?t (Penal codes)","ISS 304","2","300","C","CCMAS"
"FACULTY OF ARTS","ISLAMIC RELIGIOUS STUDIES","Al-Ash'ariyah or Islamic Scholasticism","ISS 306","2","300","C","BMAS"
"FACULTY OF ARTS","ISLAMIC RELIGIOUS STUDIES","Philosophers in Islam","ISS 308","2","300","C","BMAS"
"FACULTY OF ARTS","ISLAMIC RELIGIOUS STUDIES","Al-Mufasirun- Commentators of the Quran","ISS 310","2","300","E","BMAS"
"FACULTY OF ARTS","ISLAMIC RELIGIOUS STUDIES","Revivalism and Revivalist Movements","ISS 312","3","300","E","CCMAS"
"FACULTY OF ARTS","ISLAMIC RELIGIOUS STUDIES","Revivalism and Revivalist Movements in Islam","ISS 314","2","300","E","BMAS"
"FACULTY OF ARTS","ISLAMIC RELIGIOUS STUDIES","Comparative Religious Studies","ISS 316","2","300","E","BMAS"
"FACULTY OF ARTS","ISLAMIC RELIGIOUS STUDIES","Islam and Modern Science","ISS 318","2","300","E","BMAS"
"FACULTY OF ARTS","ISLAMIC RELIGIOUS STUDIES","Research Methods in Islam","ISS 320","2","300","C","BMAS"
"FACULTY OF ARTS","ISLAMIC RELIGIOUS STUDIES","Islam in Spain","ISS 322","2","300","E","BMAS"
"FACULTY OF ARTS","ISLAMIC RELIGIOUS STUDIES","Entrepreneurial Skills in Islamic Studies (Calligraphy)","ISS 326","2","300","C","CCMAS"
"FACULTY OF ARTS","ISLAMIC RELIGIOUS STUDIES","Philosophers in Islam","ISS 328","2","300","E","CCMAS"
"FACULTY OF ARTS","ISLAMIC RELIGIOUS STUDIES","Modern Religious Movements in Islam","ISS 330","3","300","E","CCMAS"
"FACULTY OF ARTS","ISLAMIC RELIGIOUS STUDIES","Comparative Religious Studies","REP 306","3","300","C","CCMAS"
"FACULTY OF ARTS","ISLAMIC RELIGIOUS STUDIES","Textual Readings on Theology","ISS 406","2","400","E","BMAS"
"FACULTY OF ARTS","ISLAMIC RELIGIOUS STUDIES","Islam Economic System","ISS 408","2","400","E","BMAS"
"FACULTY OF ARTS","ISLAMIC RELIGIOUS STUDIES","Islam in West Africa","ISS 410","2","400","E","BMAS"
"FACULTY OF ARTS","ISLAMIC RELIGIOUS STUDIES","Islam's Interpretation of History with Special Reference to Ibn Khaldun","ISS 412","2","400","E","BMAS"
"FACULTY OF ARTS","ISLAMIC RELIGIOUS STUDIES","Islam and the West","ISS 414","2","400","E","BMAS"
"FACULTY OF ARTS","ISLAMIC RELIGIOUS STUDIES","Special Qur'anic Text","ISS 416","2","400","E","BMAS"
"FACULTY OF ARTS","ISLAMIC RELIGIOUS STUDIES","Ottoman Period of Islam","ISS 418","2","400","E","BMAS"
"FACULTY OF ARTS","ISLAMIC RELIGIOUS STUDIES","Advanced Studies of the Quran","ISS 420","2","400","E","BMAS"
"FACULTY OF ARTS","ISLAMIC RELIGIOUS STUDIES","Islam in Yoruba Land","ISS 422","2","400","E","BMAS"
"FACULTY OF ARTS","ISLAMIC RELIGIOUS STUDIES","Long Essay","ISS 498","4","400","C","BMAS"
"FACULTY OF ARTS","MUSIC","Use of Yoruba Language and Culture: Basic Communication Concepts","GNS 104","2","100","C","CCMAS"
"FACULTY OF ARTS","MUSIC","Nigerian Peoples and Culture","GNS 112","2","100","C","CCMAS"
"FACULTY OF ARTS","MUSIC","Performance Workshop II","MUS 102","2","100","R","CCMAS"
"FACULTY OF ARTS","MUSIC","Ear/Aural Training","MUS 104","2","100","C","CCMAS"
"FACULTY OF ARTS","MUSIC","Rudiments of Music II","MUS 112","2","100","C","CCMAS"
"FACULTY OF ARTS","MUSIC","Tonal Harmony I","MUS 122","2","100","C","CCMAS"
"FACULTY OF ARTS","MUSIC","African Music I","MUS 142","2","100","C","CCMAS"
"FACULTY OF ARTS","MUSIC","Basic Piano Studies II","MUS 152","2","100","C","CCMAS"
"FACULTY OF ARTS","MUSIC","Elementary Instrument or Voice","MUS 162","1","100","C","CCMAS"
"FACULTY OF ARTS","MUSIC","University Band/Orchestra I","MUS 174","1","100","C","CCMAS"
"FACULTY OF ARTS","MUSIC","The Arts and Other Disciplines","FAC 202","2","200","C","CCMAS"
"FACULTY OF ARTS","MUSIC","Philosophy Logic and Human Existence and Gender-Based Violence","GNS 212","2","200","C","CCMAS"
"FACULTY OF ARTS","MUSIC","Tonal Harmony II","MUS 222","2","200","C","CCMAS"
"FACULTY OF ARTS","MUSIC","Music Of Other World Culture","MUS 242","2","200","C","CCMAS"
"FACULTY OF ARTS","MUSIC","Music Business","MUS 246","2","200","R","CCMAS"
"FACULTY OF ARTS","MUSIC","Nigerian Art Music II","MUS 248","2","200","E","CCMAS"
"FACULTY OF ARTS","MUSIC","Applied Music II","MUS 252","2","200","C","CCMAS"
"FACULTY OF ARTS","MUSIC","Performance Workshop IV","MUS 254","2","200","R","CCMAS"
"FACULTY OF ARTS","MUSIC","Practical Entrepreneurship","ENT 302","2","300","C","BMAS"
"FACULTY OF ARTS","MUSIC","PRACTICAL ENT 302:  ANIMAL HUSBANDRY (BEE KEEPING)","ENT 302-1","2","300","C","BMAS"
"FACULTY OF ARTS","MUSIC","PRACTICAL ENT 302:  DRAMA AND ENTERTAINMENT (MUSIC)","ENT 302-10","2","300","C","BMAS"
"FACULTY OF ARTS","MUSIC","PRACTICAL ENT 302:  EVENT PLANNER","ENT 302-11","2","300","C","BMAS"
"FACULTY OF ARTS","MUSIC","PRACTICAL ENT 302:  FISH FARMING (OJO CAMPUS)","ENT 302-12","2","300","C","BMAS"
"FACULTY OF ARTS","MUSIC","PRACTICAL ENT 302:  FOOD PROCESSING OPTION 1: LOCAL MEAL NIGERIA (TRADITIONAL FOOD)","ENT 302-13","2","300","C","BMAS"
